
# This file can be used as a template for user-created/modified analysis inputs in the context of this particular model for these particular command-line arguments.
# The row after next MUST remain in the file in order for it to be parsable by the CSV reader. They indicate the following:
cell-total, time-start, time-col, cell-start, cell-end, specie-option,
20,0,1,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,

Time,Cell,ph1,ph7,ph13,pd,mh1,mh7,mh13,md,ph11,ph17,ph113,ph77,ph1313,ph713,
Time: 0,Cell: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

Time: 1.00001,Cell: 20,0,0,32,0,0,0,42,0,0,0,0,0,1,0,
,Cell: 21,0,0,15,0,0,0,36,0,0,0,0,0,0,0,
,Cell: 22,0,0,15,0,0,0,41,0,0,0,0,0,0,0,
,Cell: 23,0,0,27,0,0,0,39,0,0,0,0,0,3,0,
,Cell: 4,0,0,27,0,0,0,36,0,0,0,0,0,2,0,
,Cell: 5,0,0,52,0,0,0,62,0,0,0,0,0,3,0,
,Cell: 6,0,0,30,0,0,0,51,0,0,0,0,0,0,0,
,Cell: 7,0,0,18,0,0,0,49,0,0,0,0,0,1,0,
,Cell: 8,0,0,34,0,0,0,50,0,0,0,0,0,2,0,
,Cell: 9,0,0,50,0,0,0,50,0,0,0,0,0,5,0,
,Cell: 10,0,0,39,0,0,0,43,0,0,0,0,0,2,0,
,Cell: 11,0,0,39,0,0,0,42,0,0,0,0,0,0,0,
,Cell: 12,0,0,33,0,0,0,38,0,0,0,0,0,1,0,
,Cell: 13,0,0,41,0,0,0,46,0,0,0,0,0,3,0,
,Cell: 14,0,0,47,0,0,0,43,0,0,0,0,0,0,0,
,Cell: 15,0,0,56,0,0,0,45,0,0,0,0,0,1,0,
,Cell: 16,0,0,54,0,0,0,46,0,0,0,0,0,2,0,
,Cell: 17,0,0,49,0,0,0,56,0,0,0,0,0,4,0,
,Cell: 18,0,0,44,0,0,0,46,0,0,0,0,0,1,0,
,Cell: 19,0,0,31,0,0,0,46,0,0,0,0,0,0,0,

Time: 2.00002,Cell: 20,0,0,176,0,0,0,75,0,0,0,0,0,75,0,
,Cell: 21,0,0,164,0,0,0,74,0,0,0,0,0,55,0,
,Cell: 22,0,0,177,0,0,0,81,0,0,0,0,0,60,0,
,Cell: 23,0,0,177,0,0,0,76,0,0,0,0,0,68,0,
,Cell: 24,0,0,167,0,0,0,70,0,0,0,0,0,54,0,
,Cell: 25,0,0,226,0,0,0,97,0,0,0,0,0,129,0,
,Cell: 26,0,0,200,0,0,0,89,0,0,0,0,0,91,0,
,Cell: 27,0,0,182,0,0,0,75,0,0,0,0,0,94,0,
,Cell: 8,0,0,230,0,0,0,99,0,0,0,0,0,105,0,
,Cell: 9,0,0,207,0,0,0,83,0,0,0,0,0,97,0,
,Cell: 10,0,0,184,0,0,0,86,0,0,0,0,0,72,0,
,Cell: 11,0,0,181,0,0,0,77,0,0,0,0,0,76,0,
,Cell: 12,0,0,172,0,0,0,68,0,0,0,0,0,57,0,
,Cell: 13,0,0,201,0,0,0,81,0,0,0,0,0,92,0,
,Cell: 14,0,0,198,0,0,0,88,0,0,0,0,0,90,0,
,Cell: 15,0,0,198,0,0,0,73,0,0,0,0,0,97,0,
,Cell: 16,0,0,208,0,0,0,78,0,0,0,0,0,89,0,
,Cell: 17,0,0,218,0,0,0,91,0,0,0,0,0,116,0,
,Cell: 18,0,0,174,0,0,0,94,0,0,0,0,0,68,0,
,Cell: 19,0,0,209,0,0,0,91,0,0,0,0,0,75,0,

Time: 3.00002,Cell: 20,0,0,283,0,0,0,107,0,0,0,0,0,258,0,
,Cell: 21,0,0,234,0,0,0,102,0,0,0,0,0,251,0,
,Cell: 22,0,0,256,0,0,0,116,0,0,0,0,0,258,0,
,Cell: 23,0,0,251,0,0,0,108,0,0,0,0,0,263,0,
,Cell: 24,0,0,244,0,0,0,107,0,0,0,0,0,239,0,
,Cell: 25,0,0,319,0,0,0,145,0,0,0,0,0,409,0,
,Cell: 26,0,0,264,0,0,0,118,0,0,0,0,0,328,0,
,Cell: 27,0,0,290,0,0,0,113,0,0,0,0,0,297,0,
,Cell: 28,0,0,303,0,0,0,135,0,0,0,0,0,381,0,
,Cell: 29,0,0,276,0,0,0,131,0,0,0,0,0,318,0,
,Cell: 30,0,0,299,0,0,0,119,0,0,0,0,0,289,0,
,Cell: 31,0,0,269,0,0,0,119,0,0,0,0,0,294,0,
,Cell: 12,0,0,260,0,0,0,111,0,0,0,0,0,216,0,
,Cell: 13,0,0,262,0,0,0,112,0,0,0,0,0,317,0,
,Cell: 14,0,0,303,0,0,0,123,0,0,0,0,0,321,0,
,Cell: 15,0,0,252,0,0,0,114,0,0,0,0,0,291,0,
,Cell: 16,0,0,269,0,0,0,113,0,0,0,0,0,318,0,
,Cell: 17,0,0,292,0,0,0,119,0,0,0,0,0,354,0,
,Cell: 18,0,0,275,0,0,0,124,0,0,0,0,0,317,0,
,Cell: 19,0,0,273,0,0,0,133,0,0,0,0,0,334,0,

Time: 4.00002,Cell: 20,0,0,306,0,0,0,133,0,0,0,0,0,536,0,
,Cell: 21,0,0,314,0,0,0,131,0,0,0,0,0,526,0,
,Cell: 22,0,0,355,0,0,0,151,0,0,0,0,0,567,0,
,Cell: 23,0,0,310,0,0,0,140,0,0,0,0,0,533,0,
,Cell: 24,0,0,344,0,0,0,133,0,0,0,0,0,504,0,
,Cell: 25,0,0,379,0,0,0,170,0,0,0,0,0,799,0,
,Cell: 26,0,0,321,0,0,0,154,0,0,0,0,0,600,0,
,Cell: 27,0,0,310,0,0,0,143,0,0,0,0,0,572,0,
,Cell: 28,0,0,369,0,0,0,160,0,0,0,0,0,699,0,
,Cell: 29,0,0,328,0,0,0,165,0,0,0,0,0,663,0,
,Cell: 30,0,0,350,0,0,0,148,0,0,0,0,0,596,0,
,Cell: 31,0,0,333,0,0,0,154,0,0,0,0,0,597,0,
,Cell: 32,0,0,275,0,0,0,132,0,0,0,0,0,506,0,
,Cell: 33,0,0,342,0,0,0,144,0,0,0,0,0,608,0,
,Cell: 34,0,0,324,0,0,0,150,0,0,0,0,0,643,0,
,Cell: 35,0,0,329,0,0,0,146,0,0,0,0,0,569,0,
,Cell: 16,0,0,307,0,0,0,149,0,0,0,0,0,624,0,
,Cell: 17,0,0,283,0,0,0,156,0,0,0,0,0,689,0,
,Cell: 18,0,0,333,0,0,0,166,0,0,0,0,0,640,0,
,Cell: 19,0,0,328,0,0,0,182,0,0,0,0,0,707,0,

Time: 5.00003,Cell: 20,0,0,365,0,0,0,162,0,0,0,0,0,847,0,
,Cell: 21,0,0,314,0,0,0,153,0,0,0,0,0,814,0,
,Cell: 22,0,0,376,0,0,0,190,0,0,0,0,0,928,0,
,Cell: 23,0,0,354,0,0,0,167,0,0,0,0,0,860,0,
,Cell: 24,0,0,352,0,0,0,163,0,0,0,0,0,844,0,
,Cell: 25,0,0,414,0,0,0,193,0,0,0,0,0,1187,0,
,Cell: 26,0,0,380,0,0,0,192,0,0,0,0,0,962,0,
,Cell: 27,0,0,363,0,0,0,185,0,0,0,0,0,872,0,
,Cell: 28,0,0,397,0,0,0,197,0,0,0,0,0,1087,0,
,Cell: 29,0,0,379,0,0,0,197,0,0,0,0,0,1001,0,
,Cell: 30,0,0,408,0,0,0,176,0,0,0,0,0,987,0,
,Cell: 31,0,0,377,0,0,0,178,0,0,0,0,0,948,0,
,Cell: 32,0,0,373,0,0,0,159,0,0,0,0,0,788,0,
,Cell: 33,0,0,379,0,0,0,177,0,0,0,0,0,959,0,
,Cell: 34,0,0,353,0,0,0,176,0,0,0,0,0,977,0,
,Cell: 35,0,0,315,0,0,0,165,0,0,0,0,0,919,0,
,Cell: 36,0,0,373,0,0,0,182,0,0,0,0,0,971,0,
,Cell: 37,0,0,382,0,0,0,191,0,0,0,0,0,1012,0,
,Cell: 38,0,0,374,0,0,0,187,0,0,0,0,0,1033,0,
,Cell: 39,0,0,409,0,0,0,208,0,0,0,0,0,1113,0,

