
# This file can be used as a template for user-created/modified analysis inputs in the context of this particular model for these particular command-line arguments.
# The row after next MUST remain in the file in order for it to be parsable by the CSV reader. They indicate the following:
cell-total, time-start, time-col, cell-start, cell-end, specie-option,
20,0,1,0,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,

Time,Cell,ph1,ph7,ph13,pd,mh1,mh7,mh13,md,ph11,ph17,ph113,ph77,ph1313,ph713,
Time: 0,Cell: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
,Cell: 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,

Time: 1.00001,Cell: 20,0,0,54,0,0,0,46,0,0,0,0,0,2,0,
,Cell: 21,0,0,31,0,0,0,46,0,0,0,0,0,0,0,
,Cell: 22,0,0,49,0,0,0,56,0,0,0,0,0,4,0,
,Cell: 23,0,0,44,0,0,0,46,0,0,0,0,0,1,0,
,Cell: 4,0,0,27,0,0,0,36,0,0,0,0,0,2,0,
,Cell: 5,0,0,52,0,0,0,62,0,0,0,0,0,3,0,
,Cell: 6,0,0,30,0,0,0,51,0,0,0,0,0,0,0,
,Cell: 7,0,0,18,0,0,0,49,0,0,0,0,0,1,0,
,Cell: 8,0,0,34,0,0,0,50,0,0,0,0,0,2,0,
,Cell: 9,0,0,50,0,0,0,50,0,0,0,0,0,5,0,
,Cell: 10,0,0,39,0,0,0,43,0,0,0,0,0,2,0,
,Cell: 11,0,0,39,0,0,0,42,0,0,0,0,0,0,0,
,Cell: 12,0,0,33,0,0,0,38,0,0,0,0,0,1,0,
,Cell: 13,0,0,41,0,0,0,46,0,0,0,0,0,3,0,
,Cell: 14,0,0,47,0,0,0,43,0,0,0,0,0,0,0,
,Cell: 15,0,0,56,0,0,0,45,0,0,0,0,0,1,0,
,Cell: 16,0,0,54,0,0,0,46,0,0,0,0,0,2,0,
,Cell: 17,0,0,49,0,0,0,56,0,0,0,0,0,4,0,
,Cell: 18,0,0,44,0,0,0,46,0,0,0,0,0,1,0,
,Cell: 19,0,0,31,0,0,0,46,0,0,0,0,0,0,0,

Time: 2.00001,Cell: 20,0,0,211,0,0,0,87,0,0,0,0,0,90,0,
,Cell: 21,0,0,202,0,0,0,97,0,0,0,0,0,78,0,
,Cell: 22,0,0,207,0,0,0,96,0,0,0,0,0,110,0,
,Cell: 23,0,0,202,0,0,0,94,0,0,0,0,0,91,0,
,Cell: 24,0,0,211,0,0,0,87,0,0,0,0,0,90,0,
,Cell: 25,0,0,207,0,0,0,96,0,0,0,0,0,110,0,
,Cell: 26,0,0,202,0,0,0,94,0,0,0,0,0,91,0,
,Cell: 27,0,0,202,0,0,0,97,0,0,0,0,0,78,0,
,Cell: 8,0,0,226,0,0,0,88,0,0,0,0,0,89,0,
,Cell: 9,0,0,198,0,0,0,86,0,0,0,0,0,82,0,
,Cell: 10,0,0,181,0,0,0,83,0,0,0,0,0,83,0,
,Cell: 11,0,0,166,0,0,0,73,0,0,0,0,0,82,0,
,Cell: 12,0,0,164,0,0,0,67,0,0,0,0,0,66,0,
,Cell: 13,0,0,208,0,0,0,86,0,0,0,0,0,87,0,
,Cell: 14,0,0,202,0,0,0,76,0,0,0,0,0,82,0,
,Cell: 15,0,0,184,0,0,0,89,0,0,0,0,0,99,0,
,Cell: 16,0,0,209,0,0,0,84,0,0,0,0,0,77,0,
,Cell: 17,0,0,240,0,0,0,89,0,0,0,0,0,108,0,
,Cell: 18,0,0,187,0,0,0,95,0,0,0,0,0,88,0,
,Cell: 19,0,0,204,0,0,0,82,0,0,0,0,0,76,0,

Time: 3.00002,Cell: 20,0,0,280,0,0,0,120,0,0,0,0,0,313,0,
,Cell: 21,0,0,298,0,0,0,126,0,0,0,0,0,339,0,
,Cell: 22,0,0,304,0,0,0,126,0,0,0,0,0,342,0,
,Cell: 23,0,0,304,0,0,0,139,0,0,0,0,0,349,0,
,Cell: 24,0,0,308,0,0,0,126,0,0,0,0,0,311,0,
,Cell: 25,0,0,315,0,0,0,132,0,0,0,0,0,342,0,
,Cell: 26,0,0,274,0,0,0,138,0,0,0,0,0,344,0,
,Cell: 27,0,0,304,0,0,0,125,0,0,0,0,0,345,0,
,Cell: 28,0,0,315,0,0,0,132,0,0,0,0,0,342,0,
,Cell: 29,0,0,274,0,0,0,138,0,0,0,0,0,344,0,
,Cell: 30,0,0,304,0,0,0,125,0,0,0,0,0,345,0,
,Cell: 31,0,0,308,0,0,0,126,0,0,0,0,0,311,0,
,Cell: 12,0,0,237,0,0,0,109,0,0,0,0,0,227,0,
,Cell: 13,0,0,288,0,0,0,118,0,0,0,0,0,340,0,
,Cell: 14,0,0,271,0,0,0,109,0,0,0,0,0,285,0,
,Cell: 15,0,0,289,0,0,0,129,0,0,0,0,0,330,0,
,Cell: 16,0,0,266,0,0,0,126,0,0,0,0,0,290,0,
,Cell: 17,0,0,262,0,0,0,122,0,0,0,0,0,357,0,
,Cell: 18,0,0,312,0,0,0,124,0,0,0,0,0,315,0,
,Cell: 19,0,0,257,0,0,0,119,0,0,0,0,0,297,0,

Time: 4.00002,Cell: 20,0,0,317,0,0,0,154,0,0,0,0,0,611,0,
,Cell: 21,0,0,334,0,0,0,164,0,0,0,0,0,666,0,
,Cell: 22,0,0,334,0,0,0,156,0,0,0,0,0,660,0,
,Cell: 23,0,0,372,0,0,0,174,0,0,0,0,0,692,0,
,Cell: 24,0,0,351,0,0,0,160,0,0,0,0,0,672,0,
,Cell: 25,0,0,331,0,0,0,158,0,0,0,0,0,692,0,
,Cell: 26,0,0,357,0,0,0,162,0,0,0,0,0,726,0,
,Cell: 27,0,0,334,0,0,0,160,0,0,0,0,0,663,0,
,Cell: 28,0,0,352,0,0,0,156,0,0,0,0,0,685,0,
,Cell: 29,0,0,370,0,0,0,161,0,0,0,0,0,698,0,
,Cell: 30,0,0,344,0,0,0,158,0,0,0,0,0,668,0,
,Cell: 31,0,0,316,0,0,0,159,0,0,0,0,0,631,0,
,Cell: 32,0,0,352,0,0,0,156,0,0,0,0,0,685,0,
,Cell: 33,0,0,316,0,0,0,159,0,0,0,0,0,631,0,
,Cell: 34,0,0,344,0,0,0,158,0,0,0,0,0,668,0,
,Cell: 35,0,0,370,0,0,0,161,0,0,0,0,0,698,0,
,Cell: 16,0,0,318,0,0,0,147,0,0,0,0,0,587,0,
,Cell: 17,0,0,326,0,0,0,152,0,0,0,0,0,662,0,
,Cell: 18,0,0,335,0,0,0,154,0,0,0,0,0,621,0,
,Cell: 19,0,0,321,0,0,0,148,0,0,0,0,0,609,0,

Time: 5.00002,Cell: 20,0,0,387,0,0,0,181,0,0,0,0,0,990,0,
,Cell: 21,0,0,390,0,0,0,201,0,0,0,0,0,1084,0,
,Cell: 22,0,0,381,0,0,0,176,0,0,0,0,0,1019,0,
,Cell: 23,0,0,372,0,0,0,191,0,0,0,0,0,1124,0,
,Cell: 24,0,0,406,0,0,0,207,0,0,0,0,0,1017,0,
,Cell: 25,0,0,386,0,0,0,189,0,0,0,0,0,1017,0,
,Cell: 26,0,0,376,0,0,0,175,0,0,0,0,0,1102,0,
,Cell: 27,0,0,337,0,0,0,191,0,0,0,0,0,1035,0,
,Cell: 28,0,0,363,0,0,0,176,0,0,0,0,0,1018,0,
,Cell: 29,0,0,376,0,0,0,180,0,0,0,0,0,1096,0,
,Cell: 30,0,0,363,0,0,0,171,0,0,0,0,0,1049,0,
,Cell: 31,0,0,388,0,0,0,177,0,0,0,0,0,1024,0,
,Cell: 32,0,0,375,0,0,0,178,0,0,0,0,0,1054,0,
,Cell: 33,0,0,399,0,0,0,191,0,0,0,0,0,1005,0,
,Cell: 34,0,0,407,0,0,0,184,0,0,0,0,0,1073,0,
,Cell: 35,0,0,384,0,0,0,179,0,0,0,0,0,1041,0,
,Cell: 36,0,0,384,0,0,0,179,0,0,0,0,0,1041,0,
,Cell: 37,0,0,407,0,0,0,184,0,0,0,0,0,1073,0,
,Cell: 38,0,0,375,0,0,0,178,0,0,0,0,0,1054,0,
,Cell: 39,0,0,399,0,0,0,191,0,0,0,0,0,1005,0,

