
# This file can be used as a template for user-created/modified analysis inputs in the context of this particular model for these particular command-line arguments.
# The row after next MUST remain in the file in order for it to be parsable by the CSV reader. They indicate the following:
cell-total, time-start, time-col, cell-start, cell-end, specie-option,
10,0,1,0,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,

Time,Cell,ph1,ph7,ph13,pd,mh1,mh7,mh13,md,ph11,ph17,ph113,ph77,ph1313,ph713,
,Cell: 11,0,0,573,0,0,0,359,0,0,0,0,0,5427,0,
,Cell: 13,0,0,540,0,0,0,354,0,0,0,0,0,5154,0,
,Cell: 18,0,0,578,0,0,0,362,0,0,0,2,0,5155,0,

Time: 19.0001,Cell: 0,0,0,622,0,0,0,357,0,0,0,1,0,5445,1,
,Cell: 1,0,0,622,0,1,0,387,0,0,0,1,0,5666,0,
,Cell: 2,0,0,636,0,0,0,398,0,0,0,0,0,5753,1,
,Cell: 3,0,0,601,0,0,0,346,0,0,0,0,0,5143,2,
,Cell: 15,0,0,603,0,0,0,355,0,0,0,1,0,5284,0,
,Cell: 8,0,0,550,0,0,0,367,0,0,0,0,0,5036,0,
,Cell: 9,0,0,632,0,0,0,386,0,0,0,1,0,5542,0,
,Cell: 11,0,0,594,0,0,0,362,0,0,0,0,0,5598,0,
,Cell: 13,0,0,611,0,0,0,362,0,0,0,0,0,5315,0,
,Cell: 18,0,0,571,0,0,0,371,0,0,0,2,0,5349,0,

Time: 20.0001,Cell: 0,0,0,600,0,0,0,378,0,0,0,1,0,5522,1,
,Cell: 1,0,0,600,0,1,0,389,0,0,0,1,0,5808,0,
,Cell: 2,0,0,601,0,0,0,388,0,0,0,0,0,5983,1,
,Cell: 3,0,0,592,0,0,0,360,0,0,0,0,0,5326,2,
,Cell: 15,0,0,583,0,0,0,359,0,0,0,1,0,5437,0,
,Cell: 8,0,0,641,0,0,0,372,0,0,0,0,0,5278,0,
,Cell: 9,0,0,658,0,0,0,399,0,0,0,1,0,5829,0,
,Cell: 11,0,0,619,0,0,0,386,0,0,0,0,0,5746,0,
,Cell: 13,0,0,595,0,0,0,350,0,0,0,0,0,5441,0,
,Cell: 18,0,0,607,0,0,0,363,0,0,0,2,0,5554,0,

Time: 21.0001,Cell: 0,0,0,653,0,0,0,389,0,0,0,1,0,5713,1,
,Cell: 1,0,0,588,0,1,0,373,0,0,0,1,0,5926,0,
,Cell: 2,0,0,642,0,0,0,388,0,0,0,0,0,6135,1,
,Cell: 3,0,0,586,0,0,0,375,0,0,0,0,0,5500,2,
,Cell: 15,0,0,607,0,0,0,370,0,0,0,1,0,5580,0,
,Cell: 8,0,0,621,0,0,0,384,0,0,0,0,0,5550,0,
,Cell: 9,0,0,646,0,0,0,395,0,0,0,1,0,6133,0,
,Cell: 11,0,0,636,0,0,0,385,0,0,0,0,0,5895,0,
,Cell: 13,0,0,576,0,0,0,351,0,0,0,0,0,5512,0,
,Cell: 18,0,0,575,0,0,0,356,0,0,0,2,0,5639,0,

Time: 22.0001,Cell: 0,0,0,633,0,0,0,381,0,0,0,1,0,5898,1,
,Cell: 1,0,0,614,0,1,0,384,0,0,0,1,0,5983,0,
,Cell: 2,0,0,609,0,0,0,388,0,0,0,0,0,6207,1,
,Cell: 3,0,0,630,0,0,0,394,0,0,0,0,0,5660,1,
,Cell: 15,0,0,591,0,0,0,383,0,0,0,1,0,5775,0,
,Cell: 8,0,0,645,0,0,0,384,0,0,0,0,0,5814,0,
,Cell: 9,0,0,624,0,0,0,397,0,0,0,1,0,6318,0,
,Cell: 11,0,0,627,0,0,0,389,0,0,0,0,0,6008,0,
,Cell: 13,0,0,614,0,0,0,357,0,0,0,0,0,5614,0,
,Cell: 18,0,0,598,0,0,0,387,0,0,0,2,0,5751,0,

Time: 23.0001,Cell: 0,0,0,595,0,0,0,385,0,0,0,1,0,5978,1,
,Cell: 1,0,0,640,0,0,0,389,0,0,0,1,0,6086,0,
,Cell: 2,0,0,639,0,0,0,389,0,0,0,0,0,6378,1,
,Cell: 3,0,0,640,0,0,0,412,0,0,0,0,0,5923,1,
,Cell: 15,0,0,616,0,0,0,389,0,0,0,1,0,5945,0,
,Cell: 8,0,0,653,0,0,0,389,0,0,0,0,0,6023,0,
,Cell: 9,0,0,623,0,0,0,406,0,0,0,1,0,6461,0,
,Cell: 11,0,0,589,0,0,0,407,0,0,0,0,0,6196,0,
,Cell: 13,0,0,598,0,0,0,360,0,0,0,0,0,5771,0,
,Cell: 18,0,0,638,0,0,0,395,0,0,0,1,0,5874,0,

Time: 24.0001,Cell: 0,0,0,613,0,0,0,391,0,0,0,1,0,5992,1,
,Cell: 1,0,0,622,0,0,0,385,0,0,0,0,0,6172,0,
,Cell: 2,0,0,649,0,0,0,397,0,0,0,0,0,6460,1,
,Cell: 3,0,0,653,0,0,0,414,0,0,0,0,0,6200,1,
,Cell: 15,0,0,604,0,0,0,389,0,0,0,1,0,6056,0,
,Cell: 8,0,0,644,0,0,0,382,0,0,0,0,0,6170,0,
,Cell: 9,0,0,659,0,0,0,415,0,0,0,1,0,6558,0,
,Cell: 11,0,0,649,0,0,0,423,0,0,0,0,0,6400,0,
,Cell: 13,0,0,633,0,0,0,360,0,0,0,0,0,5909,0,
,Cell: 18,0,0,671,0,0,0,400,0,0,0,1,0,6068,0,

Time: 25.0001,Cell: 0,0,0,645,0,0,0,378,0,0,0,1,0,6071,1,
,Cell: 1,0,0,612,0,0,0,386,0,0,0,0,0,6273,0,
,Cell: 2,0,0,652,0,0,0,413,0,0,0,0,0,6580,1,
,Cell: 3,0,0,656,0,0,0,419,0,0,0,0,0,6409,1,
,Cell: 15,0,0,652,0,0,0,394,0,0,0,1,0,6194,0,
,Cell: 8,0,0,628,0,0,0,384,0,0,0,0,0,6288,0,
,Cell: 9,0,0,640,0,0,0,395,0,0,0,1,0,6670,0,
,Cell: 11,0,0,641,0,0,0,417,0,0,0,0,0,6555,0,
,Cell: 13,0,0,604,0,0,0,347,0,0,0,0,0,5920,0,
,Cell: 18,0,0,656,0,0,0,402,0,0,0,1,0,6277,0,

Time: 26.0001,Cell: 0,0,0,615,0,0,0,373,0,0,0,1,0,6136,1,
,Cell: 1,0,0,638,0,0,0,401,0,0,0,0,0,6397,0,
,Cell: 2,0,0,639,0,0,0,417,0,0,0,0,0,6736,1,
,Cell: 3,0,0,635,0,0,0,409,0,0,0,0,0,6628,1,
,Cell: 15,0,0,651,0,0,0,402,0,0,0,1,0,6311,0,
,Cell: 8,0,0,613,0,0,0,383,0,0,0,0,0,6376,0,
,Cell: 9,0,0,632,0,0,0,404,0,0,0,1,0,6751,0,
,Cell: 11,0,0,700,0,0,0,431,0,0,0,0,0,6669,0,
,Cell: 13,0,0,584,0,0,0,340,0,0,0,0,0,5974,0,
,Cell: 18,0,0,658,0,0,0,409,0,0,0,1,0,6363,0,

Time: 27.0001,Cell: 0,0,0,605,0,0,0,386,0,0,0,1,0,6255,1,
,Cell: 1,0,0,652,0,0,0,407,0,0,0,0,0,6521,0,
,Cell: 2,0,0,629,0,0,0,418,0,0,0,0,0,6766,1,
,Cell: 3,0,0,639,0,0,0,422,0,0,0,0,0,6618,1,
,Cell: 15,0,0,676,0,0,0,414,0,0,0,1,0,6405,0,
,Cell: 8,0,0,590,0,0,0,386,0,0,0,0,0,6456,0,
,Cell: 9,0,0,674,0,0,0,412,0,0,0,1,0,6782,0,
,Cell: 11,0,0,627,0,0,0,417,0,0,0,0,0,6907,0,
,Cell: 13,0,0,590,0,0,0,343,0,0,0,0,0,5879,0,
,Cell: 18,0,0,662,0,0,0,414,0,0,0,1,0,6561,0,

Time: 28.0001,Cell: 0,0,0,575,0,0,0,385,0,0,0,1,0,6371,0,
,Cell: 1,0,0,622,0,0,0,406,0,0,0,0,0,6650,0,
,Cell: 2,0,0,674,0,0,0,411,0,0,0,0,0,6873,1,
,Cell: 3,0,0,649,0,0,0,417,0,0,0,0,0,6758,1,
,Cell: 15,0,0,621,0,0,0,432,0,0,0,1,0,6664,0,
,Cell: 8,0,0,608,0,0,0,391,0,0,0,0,0,6452,0,
,Cell: 9,0,0,648,0,0,0,425,0,0,0,1,0,6803,0,
,Cell: 11,0,0,666,0,0,0,431,0,0,0,0,0,6945,0,
,Cell: 13,0,0,585,0,0,0,364,0,0,0,0,0,5864,0,
,Cell: 18,0,0,675,0,0,0,414,0,0,0,1,0,6676,0,

Time: 29.0001,Cell: 0,0,0,612,0,0,0,374,0,0,0,1,0,6464,0,
,Cell: 1,0,0,661,0,0,0,400,0,0,0,0,0,6729,0,
,Cell: 2,0,0,662,0,0,0,426,0,0,0,0,0,6905,1,
,Cell: 3,0,0,670,0,0,0,427,0,0,0,0,0,6778,1,
,Cell: 15,0,0,626,0,0,0,422,0,0,0,1,0,6802,0,
,Cell: 8,0,0,638,0,0,0,405,0,0,0,0,0,6504,0,
,Cell: 9,0,0,675,0,0,0,427,0,0,0,1,0,6937,0,
,Cell: 11,0,0,665,0,0,0,417,0,0,0,0,0,7019,0,
,Cell: 13,0,0,631,0,0,0,358,0,0,0,0,0,5921,0,
,Cell: 18,0,0,647,0,0,0,398,0,0,0,1,0,6796,0,

Time: 30.0001,Cell: 0,0,0,651,0,0,0,384,0,0,0,1,0,6458,0,
,Cell: 1,0,0,649,0,0,0,419,0,0,0,0,0,6762,0,
,Cell: 2,0,0,674,0,0,0,435,0,0,0,0,0,7077,0,
,Cell: 3,0,0,660,0,0,0,430,0,0,0,0,0,6923,1,
,Cell: 15,0,0,649,0,0,0,413,0,0,0,1,0,6858,0,
,Cell: 8,0,0,628,0,0,0,418,0,0,0,0,0,6539,0,
,Cell: 9,0,0,678,0,0,0,434,0,0,0,1,0,7009,0,
,Cell: 11,0,0,619,0,0,0,420,0,0,0,0,0,7050,0,
,Cell: 13,0,0,609,0,0,0,367,0,0,0,0,0,6036,0,
,Cell: 18,0,0,682,0,0,0,394,0,0,0,0,0,6825,0,

Time: 31.0001,Cell: 0,0,0,621,0,0,0,382,0,0,0,1,0,6496,0,
,Cell: 1,0,0,635,0,0,0,430,0,0,0,0,0,6963,0,
,Cell: 2,0,0,703,0,0,0,434,0,0,0,0,0,7087,0,
,Cell: 3,0,0,636,0,0,0,435,0,0,0,0,0,7028,0,
,Cell: 15,0,0,651,0,0,0,410,0,0,0,1,0,6875,0,
,Cell: 8,0,0,632,0,0,0,412,0,0,0,0,0,6717,0,
,Cell: 9,0,0,645,0,0,0,447,0,0,0,1,0,7143,0,
,Cell: 11,0,0,688,0,0,0,421,0,0,0,0,0,7070,0,
,Cell: 13,0,0,624,0,0,0,371,0,0,0,0,0,6077,0,
,Cell: 18,0,0,643,0,0,0,400,0,0,0,0,0,6761,0,

Time: 32.0001,Cell: 0,0,0,630,0,0,0,388,0,0,0,1,0,6521,0,
,Cell: 1,0,0,648,0,0,0,433,0,0,0,0,0,7043,0,
,Cell: 2,0,0,652,0,0,0,424,0,0,0,0,0,7212,0,
,Cell: 3,0,0,648,0,0,0,442,0,0,0,0,0,7159,0,
,Cell: 15,0,0,677,0,0,0,410,0,0,0,1,0,6973,0,
